,number,name,name_higher,short,desc,info,info2,year
85,3456,Oppilas- ja opiskelijahuollon kuraattori- ja psykologipalvelut,,kuraattoripsykolog,esi- ja perusopetuksen sekä toisen asteen koulutuksen kuraattori- ja psykologipalvelut,"Oppilas- ja opiskelijahuoltolaki (1287/2013) määrittelee opiskeluhuollon palveluiksi koulu- ja opiskeluterveydenhuollon, kuraattori- ja psykologipalvelut. ",,2021
71,3052,Aamu-ja iltapäivätoiminta,,aamuiltatoiminta,"Perusopetuslain mukainen aamu- ja iltapäivällä järjestettävä ohjattava ja virkistävä toiminta, joka on tarkoitettu ensimmäisen ja toisen vuosiluokan oppilaille sekä kaikkien vuosiluokkien erityisoppilaille. 

","Perusopetuslain (1136/2003 8 a luku) edellyttämällä toiminnalla tarkoitetaan 570 tuntia tai vaihtoehtoisesti 760 tuntia (keskimäärin 3 tai 4 tuntia/päivä) koulun työvuoden aikana järjestettyä tai sitä laajempana toteutettua toimintaa. Kunta voi järjestää toimintaa kunnassa sijaitsevien koulujen 1. ja 2. vuosiluokan oppilaille sekä vuosiluokkien 3.-9. erityistä tukea saaville oppilaille. 

Kunta voi järjestää toimintaa itse, yhdessä muiden kuntien kanssa tai hankkia palvelut muulta julkiselta tai yksityiseltä palveluntuottajalta. ",,2021
72,3101,Lukiokoulutus,,lukiokoulutus,Lukiolain mukainen yleissivistävä koulutus,"Lukiokoulutukseen sisältyvät oppilaiden ja opiskelijoiden ohjaus opiskeluun, jatko-opintoihin ja työelämään liittyvissä kysymyksissä, maahanmuuttajille ja vieraskielisille kielelliset ja muut tarvittavat valmiudet tarjoava valmistava koulutus lukiokoulutukseen hakeutumiseksi.  Lukiokoulutus käsittää opiskelijaruokailun (sisältää ateriarahat työssäoppimisjaksoilla), asuntolatoiminnan ja opetussuunnitelman mukaisen opiskeluhuollon (sisältää mm. poissaolojen seurannan, kiusaamisen ja tapaturmien ehkäisyn, kouluympäristön terveellisyyden ja turvallisuuden tarkastamisen ja kouluyhteisön hyvinvoinnin edistämisen) sekä kiinteistöjen ylläpidon.

Palveluluokkaan kohdistetaan kaksoistutkintoa suorittavien lukiolaisten maksuosuudet ammatillisessa koulutuksessa suoritetuista kursseista sekä ammatillisessa koulutuksessa olevien opiskelijoiden lukiossa suorittamien kurssien tulot. Ei sisällä kuraattori- ja psykologipalvelua, joka raportoidaan omalla palveluluokallaan. ",,2021
73,3151,"Ammatillinen koulutus, valtionosuusrahoitus ",,ammattivos,Valtionosuudella rahoitetun ammatillisen koulutuksen toiminta,"Koulutuksen järjestäjän valtionosuudella rahoitettava toiminta: Opetustoiminta, majoitus, sisäoppilaitosmuotoinen majoitus, erityisen tuen erityistehtävän mukainen majoitus, opiskelijaruokailu, oppisopimuskoulutuksen opintososiaaliset edut, kiinteistöjen (omat ja vuokratilat) kiinteistökustannukset, muut koulutuksen järjestäjän yhteiset kustannukset, oppisopimuskoulutuksen työnantajille maksetut korvaukset. Ei sisällä kuraattori- ja psykologipalvelua, joka raportoidaan omalla palveluluokallaan. ",,2021
74,3152,"Ammatillinen koulutus, muu toiminta",,ammattimuu,Muu kuin valtionosuudella rahoitettava toiminta,"Maksullinen palvelutoiminta, avustuksilla rahoitettava toiminta, tuotteiden ja palveluiden myynti, tilauskoulutus, koulutuksen järjestäjän liiketoiminta",,2021
75,3251,Kansalaisopistokoulutus,,kansalaisopisto,"Kunnan tai kuntayhtymän ylläpitämä tai tukema avustama kansalaisopisto, joka saa valtionosuutta kansalaisopisto-koulutukseen koulutuksen ylläpitämiseen.",Kansalaisopistokoulutus pohjautuu alueellisiin ja paikallisiin sivistystarpeisiin ja tarjoaa mahdollisuuksia omaehtoiselle oppimiselle ja kansalaisvalmiuksien kehittämiselle. Edellyttää ylläpitämislupaa. Se voi sisältää myös järjestämisluvan mukaisen taiteen perusopetuksen.,,2021
76,3252,Kansalaisopistokoulutuksen maksullinen palvelutoiminta,,kansalaisopistomak,"Kansalaisopiston toteuttama koulutus tilaajan asettamilla ehdoilla, ts. tilaaja määrittelee koulutuksen tavoitteet, keskeiset sisällöt, rekrytoi osanottajat ja maksaa laskun sopimuksen mukaan. Oppilaitokset järjestävät maksullisena palvelutoimintana esimerkiksi työvoimahallinnon tilaamaa koulutusta, kunnan henkilöstökoulutusta ja yrittäjien muiden yhteisöjen ostamaa henkilöstökoulutusta.","Maksullisella palvelutoiminnalla tarkoitetaan sellaista toimintaa, jonka kansalaisopisto/kesäyliopisto toteuttaa koulutuksen tilaajan asettamilla ehdoilla, ts. tilaaja määrittelee koulutuksen tavoitteet, keskeiset sisällöt, rekrytoi osanottajat ja maksaa laskun sopimuksen mukaan. Oppilaitokset järjestävät maksullisena palvelutoimintana esimerkiksi työvoimahallinnon tilaamaa koulutusta, kunnan henkilöstökoulutusta ja yrittäjien ostamaa henkilöstökoulutusta.",,2021
77,3253,Kansalaisopiston kotoutumissuunnitelmakoulutus,,kansalaisopistokot,TE-toimiston/ kunnan viranomaisen hyväksymän kotoutumissuunnitelman mukaisennen omaehtoisennen koulutustoiminta.,"Kansalaisopiston järjestämä koulutus, joka on hyväksytty kotoutumisen edistämisestä annetun lain (1386/2010) 11 §:ssä tarkoitettuun opiskelijan kotoutumissuunnitelmaan.",,2021
78,3351,Taiteen perusopetus,,taideperusopetus,"Opetustuntikohtaisen valtionosuuden piirissä oleva taiteen perusopetus sekä muu taiteen perusopetus, jonka rahoitus perustuu muuhun kuin opetustuntikohtaiseen valtionosuuteen ja sen edellyttämään opetus- ja kulttuuriministeriön myöntämään järjestämislupaan, lukuun ottamatta kansalaisopistoissa annettua taiteen perusopetusta.","Taiteen perusopetuksen järjestäminen edellyttää, että opetus järjestetään taiteen perusopetuksen järjestämisluvan piirissä. Taiteen perusopetusta voi järjestää kunta tai muu taho, jolle opetus- ja kulttuuriministeriö on myöntänyt järjestämisluvan. Taiteen perusopetusta annetaan mm. musiikkioppilaitoksissa, kuvataidekouluissa, arkkitehtuurikouluissa, sanataidekokouluissa, mediataidekouluissa, tanssioppilaitoksissa, sirkustaidekouluissa, teatteritaidekouluissa ja käsityökouluissa Koulutuksen järjestäjän tulee hyväksyä kullekin taiteenalalle Opetushallituksen päättämien opetussuunnitelman perusteiden mukainen opetussuunnitelma. ",,2021
79,3352,Muu taiteen perusopetus ,,muutaideperusope,"taiteen perusopetus, jonka rahoitus perustuu muuhun kuin opetustuntikohtaiseen valtionosuuteen ja jonka järjestäjällä ei ole tätä valtionosuutta vastaavaa järjestämislupaa",Muu taiteen perusopetus ei sisällä kansalaisopistoissa järjestettävää taiteen perusopetusta. Taiteen perusopetuksen järjestäjällä tulee olla Opetushallituksen päättämien opetussuunnitelman perusteiden mukainen kunnan hyväksymä opetussuunnitelma.,,2021
80,3451,Kansanopistokoulutus,,kansanopisto,"Kunnan tai kuntayhtymän ylläpitämä tai tukema avustama kansanopisto, joka saa valtionosuutta vapaan sivistystyön koulutukseen koulutuksen ylläpitämiseen.","Kansanopistot ovat kokopäiväistä opetusta antavia sisäoppilaitoksia, jotka järjestävät nuorille ja aikuisille omaehtoisia opintoja, edistävät opiskelijoiden opiskeluvalmiuksia sekä kasvattavat heitä yksilöinä ja yhteiskunnan jäseninä. Edellyttää ylläpitämislupaa.",,2021
81,3452,Kesäyliopistokoulutus,,kesayliopisto,"Kunnan tai kuntayhtymän ylläpitämä tai tukema avustama kesäyliopisto, joka saa valtionosuutta kesäyliopisto-koulutukseen koulutuksen ylläpitämiseen.","Kesäyliopistot ovat alueellisen koulutustarjonnan oppilaitoksia, joiden toiminnassa painottuvat avoin korkeakouluopetus sekä alueen muihin osaamis- ja sivistystarpeisiin vastaaminen ottaen huomioon myös korkeakoulutettu väestö. Edellyttää ylläpitämislupaa.",,2021
82,3453,Liikunnan koulutuskeskuksen antama koulutus,,liikuntakoulutus,"Kunnan tai kuntayhtymän ylläpitämä liikunnan koulutuskeskus, joka saa valtionosuutta liikunnan koulutuskeskuksessa annettuun opetukseen","Liikunnan koulutuskeskukset ovat kokopäiväistä opetusta antavia valtakunnallisia sisäoppilaitoksia tai alueellisia oppilaitoksia, joiden tehtävänä on järjestää liikuntaharrastusta, hyvinvointia ja terveyttä edistävää koulutusta koko väestölle sekä liikunnan järjestö- ja seuratoimintaa palvelevaa koulutusta ja valmennustoimintaa. Edellyttää ylläpitämislupaa.",,2021
83,3454,Kotoutumiskoulutus,,kotokoulutus,"suomen ja ruotsin kielen sekä tarvittaessa muuta opetusta, joka edistää työelämään ja jatkokoulutukseen pääsyä","Kotoutumiskoulutus voidaan järjestää myös omaehtoisena opiskeluna. Kotoutumiskoulutus voi sisältää myös aikaisemmin hankitun osaamisen tunnistamista ja tutkinnon tunnustamista, ammatillista suunnittelua ja uraohjausta.",Laki kotoutumisen edistämisestä (HE luonnos),2021
84,3455,Muu opetus- ja kasvatustoiminta,,muuopetustoiminta,Muu kuin perusopetuslain mukainen kerhotoiminta tai aamu- ja iltapäivätoiminta koululaisille sekä taiteen ja kulttuurin harrastustunnit koulupäivän yhteydessä,Toiminta on luonteeltaan harrastustyyppistä ja vapaaehtoista. Opetuksen järjestäjät voivat järjestää peruskoulun oppilaille harrastustoimintaa koulujen vapaa-aikoina. Luokalle kohdistetaan  esi- ja perusopetuksen yhteydessä järjestetty toiminta jos se ei täytä perusopetuksen kerhotoiminnalle tai ap/ip toiminnalle annettuja määräyksiä.,,2021
86,3501,Kirjastopalvelut,,kirjastopalvelut,Yleisten kirjastojen tarjoamat palvelut ,"Kunta voi järjestää palveluja itse, yhteistyössä muiden kuntien kanssa tai muulla tavoin.",,2021
102,4302,Asumisen kehittämisen koordinointi,,asumiskehittaminen,"Uudistuotannon ja peruskorjaamisen edistäminen, asuinympäristön ja asumisen esteettömyyden edistäminen, asumispalveluhankkeiden edistäminen, asumisen tutkimus ja markkinointi ym. asumisen kehittämiseen liittyvät tehtävät",,,2021
87,3502,Kirjaston alueellinen kehittämistehtävä,,kirjastoalue,Alueellisella kehittämistehtävällä tarkoitetaan kirjastoista annetun lain (1492/2016) 8 § 1 momentin mukaista alueellista kehitystehtävää. Säännöksen mukaan alueellisella kehittämistehtävällä luodaan edellytyksiä toimialueen yleisten kirjastojen toiminnan vahvistumiselle. Kehittämistehtävällä tuetaan toimialueen yleisten kirjastojen kehittymistä ja henkilöstön osaamista sekä edistetään yleisten kirjastojen keskinäistä yhteistoimintaa.,,,2021
88,3503,Kirjaston valtakunnallinen kehittämistehtävä,,kirjastovaltakunta,Valtakunnallisella kehittämistehtävällä tarkoitetaan yleisistä kirjastoista annetun lain (1492/2016) 7 § 1 momentin mukaista valtakunnallista kehitystehtävää. Säännöksen mukaan yleisten kirjastojen toiminnan tasapuoliseksi tukemiseksi valtakunnallisella kehittämistehtävällä toteutetaan yleisten kirjastojen yhteisiä palveluja ja edistetään yleisten kirjastojen keskinäistä yhteistoimintaa. Yhteisten palvelujen toteuttamisessa kehittämistehtävää tulee hoitaa yhteistyössä yleisten kirjastojen ja muiden kirjastojen kanssa.,,,2021
90,3601,Nuorisopalvelut,,nuorisopalvelut,"Edellytysten luonti nuorisotyölle, kunnan nuorisotyöhön ja -politiikkaan kuuluvat nuorille tarjottavat palvelut","Nuorisopalveluihin sisältyvät kasvatuksellinen ohjaus, toimitilapalvelut ja harrastusmahdollisuuksien turvaaminen, tieto- ja neuvontapalvelut, ohjaamot, nuorisoyhdistysten ja muiden nuorisoryhmien tuki, liikunnallinen, kulttuurillinen, kansainvälinen ja monikulttuurinen nuorisotoiminta, nuorten ympäristökasvatus sekä nuorten työpajapalvelut ja etsivä nuorisotyö, digitaalinen nuorisotyö tai muut paikallisiin olosuhteisiin sopivat toimintamuodot. ",,2021
91,3701,Museopalvelut,,museopalvelut,"Kuntien ylläpitämä ja avustama museotoiminta, kulttuuri-, taide- ja luonnonperinnön tallentaminen ja säilyttäminen, yleisötyö ja näyttelytoiminta, tutkimuksen edistäminen ja tiedon saatavuus, opetuksen- ja kasvatuksen edistäminen ","Taidemuseotoiminta sisältyy tähän. Opetushallitus vastaa museoiden valtionosuusjärjestelmän edellyttämästä tiedonkeruusta. Museopalveluihin sisältyy alueellinen ja valtakunnallinen vastuumuseotoiminta. Vastuumuseoksi nimeämisen edellytyksistä ja museoiden kehittämis- ja asiantuntijatehtävistä säädetään museolain 7 – 10 §:ssä (HE 194/2018 vp, voimaan vuoden 2020 alusta lukien). ",,2021
92,3702,Visuaalisen taiteen palvelut,,visuaalinentaide,"Kunnan ylläpitämä tai avustama muu kuin taidemuseotoiminta. Visuaaliseen taiteeseen sisältyvät mm. näyttelytilat ja -toiminta, julkisen taiteen hankinnat (prosenttiperiaate), kunnan myöntämät avustukset visuaaliselle taiteelle (taiteilijat, ammattilais- ja harrastajajärjestöt), taidehankinnat, työtilojen järjestäminen ja tukeminen, taiteilijaresidenssitilat ja -toiminta. Visuaalisella taiteella tarkoitetaan mm. kuvataiteita, elokuva- ja mediataiteita sekä valokuvataidetta.",,,2021
93,3751,"Teatteri-, tanssi- ja sirkuspalvelut ",,teatteripalvelut,"Kunnan ylläpitämä tai avustama teatteri-, tanssi- ja sirkustoiminta","Sisältää teatteri-, tanssi- ja sirkuspalvelut. Kansalaisopistossa annettava teatteri-  tanssi- ja sirkustoiminnan opetus on kuitenkin aina kansalaisopistokoulutusta. Tänne eivät kuulu eläintarhat, pieneläintarhat ja tivolit, jotka kohdistetaan palveluluokalle elinkeinojen edistäminen. ",,2021
94,3851,Musiikkipalvelut,,musiikkipalvelut,"Kuntien ylläpitämä ja avustama musiikki-, konsertti- ja kuorotoiminta","Musiikkipalveluihin voivat sisältyä esim. kaupunginorkesterin toiminta, orkesterin, kuoron tai konserttitoiminnan tukeminen.",,2021
95,3901,Yleisen kulttuuritoiminnan palvelut,,kulttuuripalvelut,"Yleisten kulttuuritoiminnanpalveluiden järjestäminen. Kunnan järjestämät kulttuuripalvelut, joiden tarkoituksena on edistää kulttuurin ja taiteen yhdenvertaista saatavuutta ja monipuolista käyttöä, kuten kulttuuripalvelujen ja -harrastusten tukeminen. Yleiseen kulttuuritoimintaan luettavan henkilöstön palkkauksesta ym. aiheutuvat menot ja tulot sekä kulttuurikeskusten toiminnasta aiheutuvat menot ja tulot. Kaikki kulttuuritoimen ja muiden hallintokuntien kulttuuritapahtumille sekä kulttuuritoiminnalle myönnetyt avustukset lukuun ottamatta museopalvelujen, musiikkipalvelujen, teatteri-, tanssi- ja sirkuspalvelujen avustuksia, jotka ilmoitetaan asianomaisissa tehtäväluokissa Museopalvelut, musiikkipalvelut, Teatteri-, tanssi- ja sirkuspalvelut. ","Kuntien kulttuuritoiminnasta annetun lain mukainen toiminta. Tähän luokkaan eivät kuulu koulujen kuoro- ja orkesteritoiminta. Yleisen kulttuuritoiminnan palveluihin sisältyy valtakunnallinen ja alueellinen kehittämistehtävä, josta säädetään kuntien kulttuuritoiminnasta annetun lain 6 §:ssä (166/2019). Yleiseen kulttuuritoimintaa ei tule kohdentaa taiteen perusopetusta. ",,2021
96,4101,Asemakaavoitus,,asemakaava,"Alueen tulevan käytön yksityiskohtainen määritteleminen: mitä säilytetään, mitä saa rakentaa, mihin ja millä tavalla. ","Kaavassa osoitetaan esimerkiksi rakennusten sijainti, koko ja käyttötarkoitus. Asemakaava voi koskea kokonaista asuntoaluetta asuin-, työ- ja virkistysalueineen tai joskus vain yhtä tonttia. Palveluluokkaan sisältyvät myös ranta-asemakaavoituksesta kunnalle mahdollisesti aiheutuvat kustannukset. Palveluluokkaan kuuluvat myös poikkeamispäätökset asemakaavasta. Palveluluokkaan kuuluvat myös asemakaavoituksen tai rakennusviranomaisten päätöksen mukainen nimistön ja osoitteiston rekisteröinti ja ylläpito ",,2021
97,4102,Yleiskaavoitus,,yleiskaava,"Yhdyskunnan eri toimintojen, kuten asutuksen, palvelujen ja työpaikkojen sekä virkistysalueiden sijoittamisen yleispiirteinen ohjaaminen ja toimintojen yhteensovittaminen maankäytön suunnitelmalla. Yleiskaava voi olla myös tarkempi, suoraan rakentamista ohjaava. ","Palveluluokkaan sisältyvät myös suoraan rakentamista ohjaavat yleiskaavat, rantayleiskaavat ja tuulivoimayleiskaavat. Palveluluokkaan kuuluvat myös suunnittelutarveratkaisut sekä poikkeamispäätökset ranta- ja yleiskaavaan. ",,2021
98,4104,Paikkatietopalvelut,,paikkatietopalvelu,"Kuntien paikkatietovarantojen ja kaupunkimallien hallinta. Tietopalvelujen järjestäminen ja paikkatietojen julkaiseminen. Paikkatietoaineistojen kerääminen ja ylläpito, kartoitukset, ilmakuvat, kaavan pohjakarttojen hankinnat ja ylläpitotyöt. Rakennusvalvontamittaukset ja kunnallistekniikan mittaukset, jotka eivät kohdennu muille palveluluokille. ",,,2021
99,4105,Kiinteistön muodostaminen,,kiinteistomuodostu,"Tonttijako, tontin ja  yleisten alueiden lohkominen, rasitteiden perustaminen ja muut kiinteistötoimitukset
",,,2021
100,4201,Rakennusvalvonta,,rakennusvalvonta,"Rakentamista koskevat luvat, rakennustyön aikainen valvonta ja rakennusten kunnossapidon valvonta. ","Rakennusvalvontaviranomaisen palveluihin sisältyvät rakentamiseen liittyvät lupa-asiat, ilmoitukset, hyväksynnät ja neuvonta, rakennustyön valvontaan liittyvät katselmukset ja tarkastukset, rakentamiseen liittyvien pakkotoimien ja määräysten laatiminen ja valvonta. ",,2021
101,4301,Asumisen viranomaispalvelut,,asumisviranomaiset,Viranomaisten suorittama asumisen valvonta,"Asumisen viranomaispalveluihin sisältyvät ARA-asukasvalinnan valvonta, ASO-asunnon luovutushinnan ja asukasvalinnan vahvistaminen sekä ARA-korkotukihankkeiden hyväksyminen. ",,2021
0,1101,Yleishallintopalvelut,,yleishallinto,Ensisijaisesti lakiperusteiset yleiseen hallintoon liittyvät palvelut. Huom. Tukipalveluille on oma palveluluokka (nro 5501). ,"Kunnan demokratiapalvelut. Kunnan ylintä päätäntä- ja toimeenpanovaltaa käyttävien hallintoviranomaisten toiminnot: kunnanvaltuusto, -hallitus ja -johtaja sekä näiden toimintojen keskitetyt valmistelutehtävät (esim. kunnanjohtajan sihteeri), ei kuitenkaan toimialoilla tapahtuva valmistelu. Yleishallintoon kuuluvat kunnanhallituksen alaiset jaostot ja toimielimet. 

Koko kunnan toimintaa ja strategiaa ohjaavat ja neuvoa antavat toiminnot (esim. lähidemokratia- ja tasa-arvoasiat, asukkaiden osallistumis- ja vaikuttamismahdollisuuksien edistäminen (esimerkiksi vanhus- ja vammaisneuvostot, nuorisovaltuusto). 

Kunnan strategista, laaja-alaista ja pitkän aikavälin kehittämistä ja suunnittelua tukevat palvelut sekä niitä tukeva tiedonhankinta ja jalostus. Edellä kuvattuja palveluita ovat kuntastrategian valmistelu, laadinnan ohjaus, seuranta sekä näiden kehittäminen. Lisäksi palveluluokkaan kuuluvat myös kuntastrategiaa toteuttavien poikkihallinnollisten erillisohjelmien ja -suunnitelmien laadinta sekä kunnan edunvalvonta. Strategisen tason kuntakehityspalvelut kuuluvat yleishallintoon siltä osin, kun ne eivät ole jotain muuta varsinaista palvelua, kuten elinkeinojen edistämistä. Palveluluokkaan sisältyy myös konserniohjaus - ja valvonta

Varautuminen ja valmiussuunnittelu. 

Tiedonohjaussuunnitelman mukainen keskitetty asianhallinta, tiedonhallinta, arkistointi, arkiston tietopalvelu ja päätösten tiedoksi antaminen. 

Tarkastuslautakunnat, sisäinen tarkastus ja tarkastustoimi. 

Verotuskustannukset

Maakunnallinen yhteistyö, kuntayhteistyö ",,2021
